"RowID","State","Account length","Area code","International plan","Voice mail plan","Number vmail messages","Total day minutes","Total day calls","Total day charge","Total eve minutes","Total eve calls","Total eve charge","Total night minutes","Total night calls","Total night charge","Total intl minutes","Total intl calls","Total intl charge","Customer service calls","Churn","DayChargePerMinute","EveChargePerMinute","NightChargePerMinute","IntChargePerMinute","SampleFlag"
"421","KY","122","408","false","true","27","253.7","84","43.13","229.2","109","19.48","190.5","123","8.57","9.2","5","2.48","7","false","0.170003941663382","0.0849912739965096","0.0449868766404199","0.269565217391304","Training"
"724","IA","45","510","false","false","0","159.8","91","27.17","120.4","86","10.23","163","93","7.34","10.6","3","2.86","2","false","0.170025031289111","0.0849667774086379","0.0450306748466258","0.269811320754717","Training"
"1732","NV","94","408","true","false","0","89.5","94","15.22","339.9","106","28.89","172.9","76","7.78","7.9","1","2.13","1","true","0.170055865921788","0.0849955869373345","0.0449971081550029","0.269620253164557","Training"
"2474","NY","204","415","false","false","0","174.3","85","29.63","254.1","95","21.6","176.4","96","7.94","5.9","3","1.59","6","false","0.169994262765347","0.0850059031877214","0.0450113378684807","0.269491525423729","Training"
"1048","OK","101","408","false","false","0","209.6","107","35.63","228.8","96","19.45","172.4","85","7.76","7.6","2","2.05","3","false","0.169990458015267","0.0850087412587412","0.0450116009280742","0.269736842105263","Training"
"607","MT","106","415","false","false","0","187.1","104","31.81","250.2","117","21.27","144.9","81","6.52","11","3","2.97","1","false","0.170016034206307","0.0850119904076739","0.0449965493443754","0.27","Training"
"59","TX","150","510","false","false","0","178.9","101","30.41","169.1","110","14.37","148.6","100","6.69","13.8","3","3.73","4","true","0.169983230855226","0.0849793021880544","0.0450201884253028","0.270289855072464","Training"
"2638","MD","83","510","false","false","0","78.1","70","13.28","239.3","115","20.34","144.4","112","6.5","12.3","4","3.32","1","false","0.170038412291933","0.0849979105725031","0.0450138504155125","0.269918699186992","Training"
"1308","VA","102","510","false","false","0","174.5","79","29.67","236.8","136","20.13","270.4","110","12.17","8.5","5","2.3","0","false","0.170028653295129","0.0850084459459459","0.0450073964497041","0.270588235294118","Training"
"1764","OH","132","415","false","true","10","182.9","54","31.09","292.4","68","24.85","142.3","116","6.4","11.5","4","3.11","0","false","0.169983597594314","0.0849863201094391","0.044975404075896","0.270434782608696","Training"
"232","KS","137","408","false","false","0","205.9","88","35","209.3","86","17.79","289.9","84","13.05","14.5","4","3.92","2","false","0.169985429820301","0.0849976110845676","0.0450155225939979","0.270344827586207","Training"
"1812","OH","80","415","false","false","0","197.6","83","33.59","164.5","86","13.98","94","98","4.23","6.4","6","1.73","1","false","0.16998987854251","0.0849848024316109","0.045","0.2703125","Training"
"2187","DC","144","415","false","false","0","133.3","101","22.66","255.5","127","21.72","228.6","68","10.29","11.6","2","3.13","0","false","0.169992498124531","0.0850097847358121","0.04501312335958","0.269827586206897","Training"
"2364","KY","96","415","false","true","40","108.6","90","18.46","206.4","154","17.54","126.3","118","5.68","13.4","4","3.62","0","false","0.169981583793739","0.0849806201550388","0.044972288202692","0.270149253731343","Training"
"460","FL","64","408","false","true","31","228.6","88","38.86","248.5","109","21.12","167.1","124","7.52","9","1","2.43","3","false","0.169991251093613","0.084989939637827","0.0450029922202274","0.27","Training"
"2491","MA","93","415","false","false","0","173","131","29.41","190.4","108","16.18","290","66","13.05","10.4","2","2.81","0","false","0.17","0.0849789915966386","0.045","0.270192307692308","Training"
"917","MS","66","408","false","true","32","187.8","117","31.93","129.8","90","11.03","132.3","113","5.95","12","3","3.24","2","false","0.170021299254526","0.0849768875192604","0.044973544973545","0.27","Training"
"1908","MS","122","408","false","true","45","147.8","85","25.13","147.4","93","12.53","203.5","110","9.16","14","5","3.78","1","false","0.170027063599459","0.0850067842605156","0.045012285012285","0.27","Training"
"2339","MN","135","408","false","false","0","155.2","100","26.38","135.9","84","11.55","184.6","82","8.31","3.8","9","1.03","3","false","0.169974226804124","0.0849889624724062","0.0450162513542795","0.271052631578947","Training"
"2318","KS","107","415","false","false","0","260.5","108","44.29","102.4","110","8.7","129.7","148","5.84","9.8","5","2.65","1","false","0.170019193857965","0.0849609375","0.0450269853508096","0.270408163265306","Training"
"2307","NH","97","408","false","true","32","90","87","15.3","276.3","113","23.49","185.2","107","8.33","8.6","6","2.32","2","true","0.17","0.0850162866449511","0.0449784017278618","0.269767441860465","Training"
"740","OH","74","415","false","false","0","136.7","106","23.24","228.6","105","19.43","265.3","114","11.94","9.8","4","2.65","0","false","0.170007315288954","0.0849956255468066","0.0450056539766302","0.270408163265306","Training"
"1792","MA","120","415","false","false","0","137.3","100","23.34","212.2","129","18.04","152.7","92","6.87","10.5","2","2.84","1","false","0.169992716678806","0.085014137606032","0.0449901768172888","0.27047619047619","Training"
"1565","CO","85","510","false","true","21","283.2","110","48.14","239.7","108","20.37","149.5","80","6.73","6.3","1","1.7","5","false","0.169985875706215","0.0849812265331665","0.0450167224080268","0.26984126984127","Training"
"91","MA","103","415","false","false","0","185","117","31.45","223.3","94","18.98","222.8","91","10.03","12.6","2","3.4","2","false","0.17","0.0849977608598298","0.0450179533213644","0.26984126984127","Training"
"1512","NE","88","408","false","true","28","190.6","104","32.4","237.3","105","20.17","211.6","116","9.52","9.8","1","2.65","2","false","0.169989506820567","0.0849978929624947","0.0449905482041588","0.270408163265306","Training"
"818","IN","87","510","false","false","0","234.8","85","39.92","140.9","91","11.98","204.3","93","9.19","9.5","5","2.57","1","false","0.170017035775128","0.0850248403122782","0.0449828683308859","0.270526315789474","Training"
"209","TX","97","415","true","false","0","143.7","117","24.43","273","82","23.21","178.3","81","8.02","10.9","3","2.94","0","false","0.170006958942241","0.085018315018315","0.0449803701626472","0.269724770642202","Training"
"661","NC","64","510","true","true","33","127.2","93","21.62","162.9","104","13.85","247.4","109","11.13","8.1","13","2.19","0","false","0.16996855345912","0.0850214855739718","0.0449878738884398","0.27037037037037","Training"
"1337","KY","115","510","false","false","0","99.7","107","16.95","145.1","96","12.33","149.4","99","6.72","14.1","4","3.81","2","false","0.170010030090271","0.0849758787043418","0.0449799196787149","0.270212765957447","Training"
"1696","UT","81","510","false","false","0","154.5","84","26.27","216.2","91","18.38","229.8","82","10.34","13.7","3","3.7","1","false","0.170032362459547","0.0850138760407031","0.0449956483899043","0.27007299270073","Training"
"2447","MS","115","415","false","false","0","166.5","111","28.31","236.2","98","20.08","205.6","92","9.25","15.6","2","4.21","1","false","0.17003003003003","0.0850127011007621","0.0449902723735409","0.269871794871795","Training"
"1372","HI","97","415","false","true","43","121.1","105","20.59","260.2","115","22.12","222.4","100","10.01","8.3","5","2.24","3","false","0.170024772914946","0.0850115295926211","0.0450089928057554","0.269879518072289","Training"
"268","MT","54","415","false","false","0","272.6","83","46.34","248.7","74","21.14","197.4","111","8.88","9.5","2","2.57","1","true","0.169992663242847","0.0850020104543627","0.0449848024316109","0.270526315789474","Training"
"1535","VA","90","415","false","false","0","102","118","17.34","113.3","134","9.63","188.6","105","8.49","11.4","3","3.08","2","false","0.17","0.0849955869373345","0.0450159066808059","0.270175438596491","Training"
"1489","NC","55","408","true","false","0","221","115","37.57","165.4","97","14.06","235.4","117","10.59","9.7","4","2.62","1","false","0.17","0.085006045949214","0.0449872557349193","0.270103092783505","Training"
"2665","RI","28","510","false","false","0","180.8","109","30.74","288.8","58","24.55","191.9","91","8.64","14.1","6","3.81","2","false","0.170022123893805","0.0850069252077562","0.0450234497133924","0.270212765957447","Training"
"2195","HI","101","415","false","true","24","114.1","95","19.4","161.5","86","13.73","176.3","90","7.93","13","9","3.51","2","false","0.170026292725679","0.085015479876161","0.0449801474758934","0.27","Training"
"1648","DC","121","408","false","false","0","168.6","121","28.66","168.6","94","14.33","95.3","59","4.29","12.3","4","3.32","1","false","0.169988137603796","0.084994068801898","0.0450157397691501","0.269918699186992","Training"
"1868","AL","106","415","false","false","0","212.9","110","36.19","187","69","15.9","128.1","71","5.76","6.3","3","1.7","3","false","0.169985908877407","0.0850267379679144","0.0449648711943794","0.26984126984127","Training"
"35","GA","98","408","false","false","0","126.3","102","21.47","166.8","85","14.18","187.8","135","8.45","9.4","2","2.54","3","false","0.169992082343626","0.0850119904076738","0.0449946751863685","0.270212765957447","Training"
"1147","MO","131","408","false","false","0","109.5","95","18.62","332.1","48","28.23","258.6","108","11.64","6.6","7","1.78","1","false","0.170045662100457","0.0850045167118338","0.0450116009280742","0.26969696969697","Training"
"821","RI","87","510","true","false","0","134.2","80","22.81","165","71","14.03","173.1","102","7.79","10.7","5","2.89","0","false","0.169970193740686","0.085030303030303","0.0450028885037551","0.270093457943925","Training"
"439","OK","121","408","false","true","31","237.1","63","40.31","205.6","117","17.48","196.7","85","8.85","10.1","5","2.73","4","false","0.170012652889076","0.0850194552529183","0.0449923741738688","0.27029702970297","Training"
"1187","NH","50","408","false","false","0","154.7","102","26.3","298","108","25.33","210.2","95","9.46","11.1","3","3","0","false","0.170006464124111","0.085","0.0450047573739296","0.27027027027027","Training"
"1890","CA","95","415","false","false","0","183.4","98","31.18","281.3","95","23.91","105.2","113","4.73","8.2","8","2.21","1","false","0.170010905125409","0.0849982225382154","0.0449619771863118","0.269512195121951","Training"
"949","OH","119","415","false","true","35","217.1","92","36.91","220.8","134","18.77","249.5","93","11.23","8","5","2.16","2","false","0.170013818516813","0.0850090579710145","0.0450100200400802","0.27","Training"
"410","VT","193","408","false","true","17","124","102","21.08","202.9","81","17.25","205.1","129","9.23","12.3","3","3.32","1","false","0.17","0.0850172498767866","0.0450024378352023","0.269918699186992","Training"
"2624","NJ","139","415","false","true","43","231","85","39.27","222.3","82","18.9","148","105","6.66","8.3","5","2.24","2","false","0.17","0.0850202429149797","0.045","0.269879518072289","Training"
"2121","SD","104","408","false","false","0","200.2","92","34.03","118.7","87","10.09","236.6","65","10.65","6","6","1.62","2","false","0.16998001998002","0.0850042122999158","0.0450126796280642","0.27","Training"
"1869","WV","106","510","false","false","0","194.8","133","33.12","213.4","73","18.14","190.8","92","8.59","11.5","7","3.11","0","false","0.170020533880903","0.0850046860356139","0.045020964360587","0.270434782608696","Training"
"817","UT","87","415","false","false","0","146.3","108","24.87","171.8","102","14.6","167.5","66","7.54","5.3","9","1.43","1","false","0.169993164730007","0.0849825378346915","0.0450149253731343","0.269811320754717","Training"
"684","OH","119","415","false","true","27","220.1","128","37.42","268.2","133","22.8","146.5","80","6.59","11.1","3","3","0","false","0.170013630168105","0.0850111856823266","0.0449829351535836","0.27027027027027","Training"
"729","HI","72","415","false","false","0","109.1","97","18.55","115.7","96","9.83","295.8","84","13.31","8.3","6","2.24","0","false","0.170027497708524","0.0849611063094209","0.0449966193373901","0.269879518072289","Training"
"670","ME","149","408","false","false","0","237.6","79","40.39","192.4","107","16.35","207.4","111","9.33","9.1","9","2.46","0","false","0.169991582491582","0.08497920997921","0.0449855351976856","0.27032967032967","Training"
"2527","LA","62","415","false","false","0","186.8","94","31.76","207.6","92","17.65","195","98","8.78","8.8","4","2.38","3","false","0.170021413276231","0.085019267822736","0.045025641025641","0.270454545454545","Training"
"94","ME","36","510","true","true","42","196.8","89","33.46","254.9","122","21.67","138.3","126","6.22","20","6","5.4","0","true","0.170020325203252","0.0850137308748529","0.0449746926970354","0.27","Training"
"511","DE","106","415","false","false","0","128.6","83","21.86","134","114","11.39","210.6","113","9.48","11.4","2","3.08","0","false","0.169984447900467","0.085","0.045014245014245","0.270175438596491","Training"
"2500","PA","129","510","false","true","32","211","99","35.87","155.1","89","13.18","234.8","96","10.57","11.4","5","3.08","1","false","0.17","0.0849774339136041","0.0450170357751278","0.270175438596491","Training"
"1362","AZ","109","415","true","false","0","268.4","85","45.63","150.6","131","12.8","297.9","84","13.41","9.7","8","2.62","2","true","0.170007451564829","0.0849933598937583","0.0450151057401813","0.270103092783505","Training"
"67","MD","70","408","false","false","0","170.2","98","28.93","155.2","102","13.19","228.6","76","10.29","15","2","4.05","1","false","0.169976498237368","0.0849871134020619","0.04501312335958","0.27","Training"
"963","AK","120","415","false","false","0","178.4","97","30.33","168.3","113","14.31","120.5","93","5.42","9.3","9","2.51","1","false","0.170011210762332","0.0850267379679144","0.0449792531120332","0.26989247311828","Training"
"1891","FL","98","408","false","false","0","288.1","101","48.98","137.9","93","11.72","206.5","88","9.29","0","0","0","0","false","0.170010413051024","0.0849891225525743","0.0449878934624697","","Training"
"1266","MD","75","415","false","true","39","198.2","107","33.69","280.4","132","23.83","129.6","73","5.83","11.3","7","3.05","1","false","0.169979818365288","0.0849857346647646","0.0449845679012346","0.269911504424779","Training"
"2001","VA","80","415","false","false","0","197.5","114","33.58","206.9","119","17.59","163.6","109","7.36","11.3","4","3.05","1","false","0.170025316455696","0.0850169163847269","0.0449877750611247","0.269911504424779","Training"
"196","IL","110","408","false","false","0","74.5","117","12.67","200.8","98","17.07","192.2","101","8.65","9.8","7","2.65","3","false","0.17006711409396","0.0850099601593625","0.0450052029136316","0.270408163265306","Training"
"2362","DC","136","510","false","false","0","204.5","63","34.77","208.8","95","17.75","224","119","10.08","9.8","2","2.65","0","false","0.170024449877751","0.0850095785440613","0.045","0.270408163265306","Training"
"2269","NH","146","510","false","false","0","115.6","77","19.65","213.6","100","18.16","218.4","72","9.83","10.7","6","2.89","1","false","0.169982698961938","0.0850187265917603","0.0450091575091575","0.270093457943925","Training"
"2102","KY","73","510","false","false","0","234.7","102","39.9","195.7","110","16.63","253.4","71","11.4","8.4","8","2.27","2","false","0.170004260758415","0.0849770056208482","0.0449881610102605","0.270238095238095","Training"
"975","OK","159","510","false","false","0","198.8","107","33.8","195.5","91","16.62","213.3","120","9.6","16.5","7","4.46","5","false","0.170020120724346","0.0850127877237852","0.0450070323488045","0.27030303030303","Training"
"952","NJ","153","415","false","false","0","193.8","90","32.95","195.3","121","16.6","182.7","108","8.22","8.5","3","2.3","1","false","0.170020639834881","0.0849974398361495","0.044991789819376","0.270588235294118","Training"
"978","MN","122","415","false","false","0","140.1","120","23.82","231.4","128","19.67","188.1","127","8.46","11.2","5","3.02","2","false","0.170021413276231","0.0850043215211755","0.0449760765550239","0.269642857142857","Training"
"1917","OR","51","510","false","false","0","51.8","107","8.81","230.2","104","19.57","227.5","118","10.24","10.4","4","2.81","2","false","0.17007722007722","0.08501303214596","0.045010989010989","0.270192307692308","Training"
"2264","AK","52","408","false","false","0","217","104","36.89","152.3","83","12.95","134.3","109","6.04","11.8","4","3.19","2","false","0.17","0.0850295469468155","0.0449739389426657","0.270338983050847","Training"
"907","CT","99","408","false","false","0","95.4","105","16.22","207.2","101","17.61","136","117","6.12","5.6","5","1.51","1","false","0.170020964360587","0.0849903474903475","0.045","0.269642857142857","Training"
"2153","ND","180","415","false","false","0","224.9","105","38.23","250","101","21.25","216.1","73","9.72","6.7","5","1.81","3","true","0.169986660738106","0.085","0.0449791763072652","0.270149253731343","Training"
"10","RI","74","415","false","false","0","187.7","127","31.91","163.4","148","13.89","196","94","8.82","9.1","5","2.46","0","false","0.170005327650506","0.0850061199510404","0.045","0.27032967032967","Training"
"2635","TN","110","415","false","false","0","227.7","88","38.71","170","96","14.45","128.7","57","5.79","11.7","5","3.16","1","false","0.170004391743522","0.085","0.044988344988345","0.27008547008547","Training"
"213","MN","24","510","false","true","25","164.9","110","28.03","209.3","105","17.79","231.2","55","10.4","6.7","9","1.81","1","false","0.169981807155852","0.0849976110845676","0.0449826989619377","0.270149253731343","Training"
"327","ID","74","415","false","false","0","221.1","124","37.59","110.8","94","9.42","240.1","112","10.8","10.6","3","2.86","0","false","0.170013568521031","0.0850180505415162","0.0449812578092462","0.269811320754717","Training"
"2587","ME","100","510","false","false","0","264.5","117","44.97","194","111","16.49","262.7","111","11.82","7.5","4","2.03","2","true","0.170018903591682","0.085","0.0449942900647126","0.270666666666667","Training"
"551","KS","99","415","false","false","0","191.2","110","32.5","163.9","102","13.93","243.6","114","10.96","14.1","3","3.81","1","false","0.169979079497908","0.0849908480780964","0.044991789819376","0.270212765957447","Training"
"1437","KY","72","415","false","false","0","198.4","147","33.73","216.9","121","18.44","112.8","125","5.08","13.1","4","3.54","0","false","0.170010080645161","0.0850161364684186","0.0450354609929078","0.270229007633588","Training"
"2279","MS","123","415","true","false","0","125.5","106","21.34","128.9","96","10.96","251.9","129","11.34","6.3","6","1.7","4","true","0.17003984063745","0.0850271528316524","0.045017864231838","0.26984126984127","Training"
"1553","KY","147","408","false","false","0","212.8","79","36.18","204.1","91","17.35","156.2","113","7.03","10.2","2","2.75","1","false","0.170018796992481","0.0850073493385595","0.0450064020486556","0.269607843137255","Training"
"1164","MD","76","415","true","false","0","273.3","66","46.46","263.6","121","22.41","165.2","84","7.43","12","7","3.24","1","true","0.169996341017197","0.0850151745068285","0.0449757869249395","0.27","Training"
"1554","RI","116","510","false","false","0","137.4","126","23.36","120","94","10.2","130.3","64","5.86","12.4","2","3.35","3","false","0.170014556040757","0.085","0.0449731389102072","0.270161290322581","Training"
"2341","NV","148","415","false","false","0","279.3","104","47.48","201.6","87","17.14","280.8","99","12.64","7.9","2","2.13","2","true","0.16999641962048","0.0850198412698413","0.045014245014245","0.269620253164557","Training"
"1688","CT","102","415","false","true","25","137.4","100","23.36","176.7","83","15.02","188.2","93","8.47","10.2","6","2.75","2","false","0.170014556040757","0.0850028296547821","0.0450053134962806","0.269607843137255","Training"
"599","NC","128","510","false","false","0","187.3","84","31.84","270.8","95","23.02","206.4","68","9.29","10.1","5","2.73","1","false","0.169994660971703","0.0850073855243722","0.0450096899224806","0.27029702970297","Training"
"1141","CO","192","415","false","false","0","221.6","101","37.67","285.2","50","24.24","167.4","83","7.53","12.7","6","3.43","4","false","0.169990974729242","0.0849929873772791","0.0449820788530466","0.27007874015748","Training"
"1353","ID","24","408","false","true","29","236.3","105","40.17","190.8","114","16.22","129","105","5.81","7.2","2","1.94","3","false","0.169995768091409","0.0850104821802935","0.0450387596899225","0.269444444444444","Training"
"63","NV","90","415","false","false","0","203.4","146","34.58","226.7","117","19.27","152.4","105","6.86","7.3","4","1.97","1","false","0.170009832841691","0.0850022055580062","0.0450131233595801","0.26986301369863","Training"
"1423","WV","92","415","false","true","47","141.6","95","24.07","207.9","130","17.67","203.6","95","9.16","10.2","11","2.75","0","false","0.169985875706215","0.084992784992785","0.0449901768172888","0.269607843137255","Training"
"2606","RI","138","510","true","false","0","286.2","61","48.65","187.2","60","15.91","146.2","114","6.58","11","4","2.97","2","true","0.169986023759609","0.0849893162393162","0.0450068399452804","0.27","Training"
"2639","NC","73","408","false","false","0","187.8","95","31.93","149.2","143","12.68","201.4","113","9.06","11","4","2.97","2","false","0.170021299254526","0.0849865951742627","0.0449851042701092","0.27","Training"
"2602","NM","55","415","false","false","0","132","103","22.44","279.6","114","23.77","180","74","8.1","13.5","4","3.65","0","false","0.17","0.0850143061516452","0.045","0.27037037037037","Training"
"1573","SC","114","510","false","true","4","141.3","96","24.02","230.4","88","19.58","223.7","85","10.07","9.4","3","2.54","3","false","0.169992922859165","0.0849826388888889","0.0450156459544032","0.270212765957447","Training"
"390","GA","117","510","false","false","0","149.9","95","25.48","256.1","110","21.77","212.7","92","9.57","13.3","13","3.59","2","false","0.169979986657772","0.0850058570870754","0.0449929478138223","0.269924812030075","Training"
"1520","NJ","72","415","false","false","0","175.5","103","29.84","132.3","120","11.25","242.9","96","10.93","11.8","3","3.19","1","false","0.17002849002849","0.0850340136054422","0.0449979415397283","0.270338983050847","Training"
"77","DC","82","510","false","false","0","143.9","61","24.46","194.9","105","16.57","109.6","94","4.93","11.1","2","3","1","false","0.16997915218902","0.0850179579271421","0.0449817518248175","0.27027027027027","Training"
"1315","VA","136","408","false","false","0","142.3","79","24.19","158","113","13.43","177.5","75","7.99","6","11","1.62","2","false","0.169992972593113","0.085","0.0450140845070423","0.27","Training"
"701","ME","66","408","false","true","26","254.9","108","43.33","243.2","135","20.67","190.8","95","8.59","5.4","3","1.46","2","false","0.169988230678698","0.0849917763157895","0.045020964360587","0.27037037037037","Training"
"2104","NH","125","415","true","false","0","298.4","78","50.73","270.5","142","22.99","107.3","84","4.83","12.2","2","3.29","0","true","0.170006702412869","0.0849907578558226","0.0450139794967381","0.269672131147541","Training"
"1349","TX","133","408","false","false","0","221.1","133","37.59","160.2","140","13.62","161.8","84","7.28","8.4","3","2.27","4","false","0.170013568521031","0.0850187265917603","0.0449938195302843","0.270238095238095","Training"
"2147","NJ","136","408","false","true","27","187.7","84","31.91","221","147","18.79","145.7","110","6.56","10","4","2.7","3","false","0.170005327650506","0.0850226244343891","0.0450240219629375","0.27","Training"
"1977","AL","125","408","false","false","0","169.3","90","28.78","156","138","13.26","210.8","106","9.49","11.6","6","3.13","2","false","0.169994093325458","0.085","0.0450189753320683","0.269827586206897","Training"
"2492","AZ","107","415","false","true","32","134.2","101","22.81","211.9","145","18.01","167.6","138","7.54","8.2","5","2.21","1","false","0.169970193740686","0.0849929211892402","0.0449880668257757","0.269512195121951","Training"
"532","WY","171","415","false","false","0","231.2","135","39.3","188.7","74","16.04","206.9","124","9.31","12.3","1","3.32","1","false","0.169982698961938","0.0850026497085321","0.0449975833736104","0.269918699186992","Training"
"2554","DE","121","408","false","false","0","215.6","74","36.65","192.9","98","16.4","144","103","6.48","10.1","4","2.73","5","false","0.169990723562152","0.0850181441161223","0.045","0.27029702970297","Training"
"1819","NC","210","415","false","true","31","313.8","87","53.35","147.7","103","12.55","192.7","97","8.67","10.1","7","2.73","3","false","0.170012746972594","0.0849695328368314","0.0449922158796056","0.27029702970297","Training"
"2311","TX","121","415","false","false","0","86.1","100","14.64","259.8","113","22.08","148","79","6.66","9.1","9","2.46","2","false","0.170034843205575","0.0849884526558891","0.045","0.27032967032967","Training"
"584","FL","116","415","false","true","17","193.4","112","32.88","240.6","131","20.45","248.1","98","11.16","11.4","3","3.08","5","false","0.170010341261634","0.0849958437240233","0.0449818621523579","0.270175438596491","Training"
"1805","CO","192","415","false","false","0","185","88","31.45","224.9","98","19.12","212.4","105","9.56","11.4","3","3.08","2","false","0.17","0.0850155624722099","0.0450094161958569","0.270175438596491","Training"
"2372","OH","133","408","false","false","0","117.8","100","20.03","199.2","105","16.93","244.1","119","10.98","11.8","4","3.19","0","true","0.170033955857385","0.0849899598393574","0.0449815649324048","0.270338983050847","Training"
"158","KY","80","408","false","false","0","209.9","74","35.68","195.1","77","16.58","208.2","119","9.37","8.8","4","2.38","2","false","0.169985707479752","0.0849820604818042","0.0450048030739673","0.270454545454545","Training"
"1404","OH","106","415","false","false","0","158.6","112","26.96","220","114","18.7","252.9","106","11.38","9.1","3","2.46","0","false","0.169987389659521","0.085","0.044998022933966","0.27032967032967","Training"
"2013","NV","89","415","false","false","0","134.9","59","22.93","156","152","13.26","197.5","112","8.89","10.2","5","2.75","1","false","0.16997776130467","0.085","0.0450126582278481","0.269607843137255","Training"
"1470","CO","86","408","false","false","0","171.8","106","29.21","301.7","44","25.64","139.4","108","6.27","9.7","5","2.62","1","false","0.170023282887078","0.0849850845210474","0.0449784791965567","0.270103092783505","Training"
"359","FL","99","408","false","false","0","155.3","93","26.4","265.7","95","22.58","145.7","67","6.56","12.4","4","3.35","0","false","0.169993560849968","0.0849830636055702","0.0450240219629375","0.270161290322581","Training"
"1734","VA","136","415","false","true","35","205.5","86","34.94","298.5","119","25.37","214.2","104","9.64","6.9","4","1.86","1","false","0.170024330900243","0.0849916247906198","0.0450046685340803","0.269565217391304","Training"
"315","KS","137","415","false","false","0","230.2","113","39.13","220.4","79","18.73","204.7","111","9.21","10.7","7","2.89","4","false","0.169982623805387","0.0849818511796733","0.0449926722032242","0.270093457943925","Training"
"2009","SC","73","415","false","false","0","203.3","45","34.56","141.9","87","12.06","200.7","71","9.03","8.5","6","2.3","0","false","0.169995081160846","0.0849894291754757","0.0449925261584454","0.270588235294118","Training"
"490","OR","151","510","false","false","0","156.4","108","26.59","233.4","118","19.84","195.7","141","8.81","7.7","6","2.08","4","false","0.170012787723785","0.0850042844901457","0.045017884517118","0.27012987012987","Training"
"1335","CO","110","510","false","false","0","131.9","93","22.42","272.7","106","23.18","192.8","105","8.68","7.1","4","1.92","1","false","0.169977255496588","0.085001833516685","0.0450207468879668","0.270422535211268","Training"
"1449","OH","93","415","false","true","42","152.3","90","25.89","267.5","102","22.74","266.9","130","12.01","11.3","5","3.05","7","false","0.169993434011819","0.0850093457943925","0.0449981266391907","0.269911504424779","Training"
"812","AK","146","510","true","false","0","133","65","22.61","262.8","93","22.34","214.3","128","9.64","11.2","3","3.02","1","false","0.17","0.0850076103500761","0.044983667755483","0.269642857142857","Training"
"647","WV","92","510","false","true","16","184","99","31.28","76.4","134","6.49","185.1","96","8.33","12.7","3","3.43","2","false","0.17","0.0849476439790576","0.0450027012425716","0.27007874015748","Training"
"1431","MD","107","415","false","false","0","241.9","102","41.12","126.9","117","10.79","185.6","92","8.35","11.7","6","3.16","0","false","0.169987598181067","0.0850275807722616","0.044989224137931","0.27008547008547","Training"
"1747","OK","180","415","false","false","0","143.5","121","24.4","189.3","111","16.09","174.9","82","7.87","8.8","5","2.38","3","false","0.170034843205575","0.0849973586899102","0.0449971412235563","0.270454545454545","Training"
"1621","TX","136","408","false","false","0","269.8","106","45.87","228.8","101","19.45","257.5","106","11.59","10.1","8","2.73","1","true","0.170014825796887","0.0850087412587412","0.0450097087378641","0.27029702970297","Training"
"734","WI","80","415","false","false","0","239.9","121","40.78","142.3","51","12.1","364.3","106","16.39","9.3","5","2.51","1","false","0.169987494789496","0.0850316233309909","0.0449903925336261","0.26989247311828","Training"
"334","TX","145","415","false","false","0","187.9","110","31.94","197","117","16.75","167","108","7.52","4.8","4","1.3","2","false","0.169984034060671","0.0850253807106599","0.0450299401197605","0.270833333333333","Training"
"244","MO","196","415","false","false","0","234","109","39.78","249.5","114","21.21","173.1","70","7.79","9.1","5","2.46","2","false","0.17","0.0850100200400802","0.0450028885037551","0.27032967032967","Training"
"1462","WY","54","408","false","true","39","143.9","73","24.46","210.3","117","17.88","129.2","117","5.81","12.5","8","3.38","2","false","0.16997915218902","0.0850213980028531","0.044969040247678","0.2704","Training"
"1769","PA","97","510","true","false","0","145","103","24.65","294.3","93","25.02","239.8","120","10.79","11","2","2.97","4","true","0.17","0.0850152905198777","0.0449958298582152","0.27","Training"
"1316","UT","111","510","false","false","0","191.3","80","32.52","138.5","94","11.77","246","107","11.07","6.4","3","1.73","2","false","0.169994772608468","0.0849819494584838","0.045","0.2703125","Training"
"300","KS","132","415","false","false","0","83.4","110","14.18","232.2","137","19.74","146.7","114","6.6","7.6","5","2.05","1","false","0.170023980815348","0.0850129198966408","0.0449897750511247","0.269736842105263","Training"
"1345","ID","114","415","false","false","0","202.1","100","34.36","195.7","102","16.63","291.8","120","13.13","13.3","5","3.59","2","false","0.170014844136566","0.0849770056208482","0.0449965729952022","0.269924812030075","Training"
"1414","MO","45","510","false","true","29","135.8","104","23.09","222.5","101","18.91","235.6","92","10.6","7.9","6","2.13","2","false","0.170029455081001","0.0849887640449438","0.0449915110356537","0.269620253164557","Training"
"1032","CT","100","415","false","false","0","235.8","130","40.09","176","69","14.96","63.6","122","2.86","7.3","1","1.97","2","false","0.170016963528414","0.085","0.0449685534591195","0.26986301369863","Training"
"1413","DE","51","415","true","false","0","153.6","108","26.11","232.9","85","19.8","214.2","92","9.64","14.1","4","3.81","0","true","0.169986979166667","0.0850150279089738","0.0450046685340803","0.270212765957447","Training"
"1127","UT","47","408","false","true","37","112.8","150","19.18","243.9","97","20.73","178.7","112","8.04","13.2","6","3.56","2","false","0.170035460992908","0.0849938499384994","0.0449916060436486","0.26969696969697","Training"
"161","MD","117","415","false","true","23","198.1","86","33.68","177","86","15.05","180.5","92","8.12","6.8","6","1.84","1","false","0.170015143866734","0.0850282485875706","0.0449861495844875","0.270588235294118","Training"
